Date,Voucher,Party,Product,Qty,Rate
2019-07-09,2505,JYOTHI ENTERPRISES-,SILV-CONT-750ML(100,1,2300.0
2019-07-09,2506,KESAVA PROVISIONS,BAHUBALI WINE,330,28.0
2019-07-09,2507,KVK,CHINA 13*16 KG,25,106.0
2019-07-09,2507,KVK,CHINA 16*20 KG,25,106.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,14 GREEN,40,35.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,"14"" 3PLY SILVER",3,250.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,5*6 POLY,50,22.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,4*5 TRISUL,100,15.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,VISHNU ICE,20,24.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,TAMBULAM 7*10,100,12.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,ROLLS,30,17.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,PAPER JUICE 210M/C,10,42.0
2019-07-09,2508,VENUGOPAL-INAMADUGU,PP 3*4,2,160.0
2019-07-09,2509,CUSTOMER,PAPER TEA -100ML TA,10,29.0
2019-07-09,2509,CUSTOMER,500ML PLASTIC BOULS,50,3.6
2019-07-09,2509,CUSTOMER,SILVER POUCH 9*12,2,100.0
2019-07-09,2509,CUSTOMER,SILVER POUCH 8*10,2,75.0
2019-07-09,2509,CUSTOMER,LD 5*6 POLY,1,150.0
2019-07-09,2510,CUSTOMER,TIFFIN PLATENO-10,100,16.5
2019-07-09,2510,CUSTOMER,250 ML PLASTIC BOUL,100,3.0
2019-07-09,2511,GOLLABALAJ-GUDLUR,CYCLE 10*12 BK KG,100,80.0
2019-07-09,2511,GOLLABALAJ-GUDLUR,CYCLE 13*16 BK KG,50,80.0
2019-07-09,2512,BRHAMIAH MOPUR,BAHUBALI WINE,110,29.0
2019-07-09,2513,KNC,7*10 100 PCS,200,58.0
2019-07-09,2513,KNC,KARNA 13*16 100 W,800,14.75
2019-07-09,2513,KNC,PP 5*5,25,155.0
2019-07-09,2513,KNC,PP 3*3+,25,165.0
2019-07-09,2513,KNC,PP (+) 3.5*3.5,25,165.0
2019-07-09,2514,KNC,TIFFIN PLATES NO-8,200,14.0
2019-07-09,2514,KNC,SOFT NAPKEENS,108,19.0
2019-07-09,2514,KNC,TAMBULAM 7*10,1200,11.5
2019-07-09,2515,SANKAR TRADERS,DONA-VAI-9100,3,1640.0
2019-07-09,2515,SANKAR TRADERS,SMART BOUL(48),2,1730.0
2019-07-09,2515,SANKAR TRADERS,LITE FOAM(1200),2,1620.0
2019-07-09,2516,MSN-UGIRI,24 * 30 BLUE,10,80.0
2019-07-09,2516,MSN-UGIRI,24*30 COVER,10,80.0
2019-07-09,2516,MSN-UGIRI,DHARAM BOX-TIRUMALA,20,25.0
2019-07-09,2516,MSN-UGIRI,NO-00,5,150.0
2019-07-09,2516,MSN-UGIRI,NO-1,5,150.0
2019-07-09,2516,MSN-UGIRI,ROBO 10*12,400,5.0
2019-07-09,2516,MSN-UGIRI,CYCLE-BK-13*16,250,12.5
2019-07-09,2517,SVT-KOTA TENKAYALA ,13*16 BK(100)KRISHN,320,17.0
2019-07-09,2517,SVT-KOTA TENKAYALA ,10*12 KRISHNA-BK(10,600,8.3
2019-07-09,2517,SVT-KOTA TENKAYALA ,PRESSING COVER 4*5,150,32.0
2019-07-09,2517,SVT-KOTA TENKAYALA ,APPLE WATER,200,25.0
2019-07-09,2517,SVT-KOTA TENKAYALA ,APPLE WINE,110,29.0
2019-07-09,2517,SVT-KOTA TENKAYALA ,LOOSE KIRANA,12,150.0
2019-07-09,2517,SVT-KOTA TENKAYALA ,10*10 SIVA SHEET,20,140.0
2019-07-09,2518,P.V.RAJA-VGIRI,PAPER TEA,50,16.0
2019-07-09,2518,P.V.RAJA-VGIRI,PAPER TEA 80ML LONG,30,30.0
2019-07-09,2518,P.V.RAJA-VGIRI,PAPER JUICE 210M/C,50,42.0
2019-07-09,2518,P.V.RAJA-VGIRI,LD KIRANA,18,150.0
2019-07-09,2518,P.V.RAJA-VGIRI,NON WOVEN 10*12 100,5,70.0
2019-07-09,2518,P.V.RAJA-VGIRI,NON WOVEN 13*16 100,2,110.0
2019-07-09,2519,RVRR,10*10 SIVA SHEET,75,138.0
2019-07-09,2519,RVRR,N0-5,5,150.0
2019-07-09,2519,RVRR,NO-10,3,150.0
2019-07-09,2519,RVRR,10*12 KRISHNA-BK(10,300,8.2
2019-07-09,2519,RVRR,13*16 BK(100)KRISHN,320,16.5
2019-07-09,2520,SIVA-ONGOLE,PRINTING PP 250GRAM,10,175.0
2019-07-09,2520,SIVA-ONGOLE,PRINTING COVER-50GR,20,175.0
2019-07-09,2520,SIVA-ONGOLE,PRINTING COVER 100G,20,175.0
2019-07-09,2521,LT,NO-0,5,147.0
2019-07-09,2521,LT,NO-1,10,147.0
2019-07-09,2521,LT,NO-00,5,147.0
2019-07-09,2521,LT,NO-2,5,147.0
2019-07-09,2521,LT,13*16 BK(100)KRISHN,320,16.5
2019-07-09,2521,LT,TIRUMALA-50(16*20),150,26.0
2019-07-09,2521,LT,TIRUMALA-50(17*23),50,38.0
2019-07-09,2522,KARIMULLA-VGIRI,NON WOVEN 10*12 100,30,68.0
2019-07-09,2522,KARIMULLA-VGIRI,NON WOVEN 13*16 100,30,110.0
2019-07-09,2522,KARIMULLA-VGIRI,SILV-CONT-750ML(100,2,2400.0
2019-07-09,2523,KPR,BAHUBALI WINE,220,27.0
2019-07-09,2524,SALESMAN SURESH,NO-0,25,150.0
2019-07-09,2525,AVS-NPT,NO-000,25,150.0
2019-07-09,2525,AVS-NPT,TIRUMALA M.W 13*16,25,100.0
2019-07-09,2526,KVKC,BAHUBALI WINE,220,29.0
2019-07-09,2526,KVKC,VISHNU 350ML,200,33.0
2019-07-09,2526,KVKC,RUF-TUF BIG M.W,120,32.0
2019-07-09,2526,KVKC,TIFFIN PLATENO-10,200,18.0
2019-07-09,2527,RO,5*6 ANKIT(20MIC),420,22.0
2019-07-09,2527,RO,4*5 TRISUL,350,15.0
2019-07-09,2527,RO,10*10 SIVA SHEET,50,135.0
2019-07-09,2529,K.SRIHARI,SILVER POUCH 5*7,31,210.0
2019-07-09,2529,K.SRIHARI,10*12 SARAS-NAT,600,8.1
2019-07-09,2529,K.SRIHARI,90LEAF,9,380.0
2019-07-09,2530,GANESHMESS,DHARAM 1KG,10,110.0
2019-07-09,2531,JANANI PLASTICS-VGI,GOLD LEAF SITTING,4,630.0
2019-07-09,2531,JANANI PLASTICS-VGI,PP +(10*14),25,155.0
2019-07-09,2531,JANANI PLASTICS-VGI,SILVER POUCH 5*7,31,210.0
2019-07-09,2555,CBR,80 LEAF,10,340.0
2019-07-09,2556,TP13,PAPER TEA,100,15.5
2019-07-09,2556,TP13,NON WOVEN 10*12 100,10,65.0
2019-07-09,2556,TP13,NON WOVEN 13*16 100,10,110.0
2019-07-09,2556,TP13,5*6 JANATHA POLY,100,33.0
2019-07-09,2556,TP13,10*10 SHEET,25,135.0
2019-07-09,2556,TP13,SOFT NAPKEENS,108,19.0
2019-07-09,2557,SURI,CITIZEN 13*16-M.W,7,95.0
2019-07-09,2557,SURI,10*12 100W,300,8.0
2019-07-09,2557,SURI,24*20 M.W,10,95.0
2019-07-09,2558,DSP-SEKHAR,SILVER PLATE COVER,15,65.0
2019-07-09,2559,TP13,13*16 BK(100)KRISHN,160,16.0
2019-07-09,2560,TP13,GARUDA 10*12 BLUE,400,7.5
2019-07-09,2560,TP13,GARUDA 13*16 BLUE,200,14.0
2019-07-09,2560,TP13,NON WOVEN 10*12 100,5,65.0
2019-07-09,2560,TP13,NON WOVEN 13*16 100,5,110.0
2019-07-09,2560,TP13,NO-000,25,149.0
2019-07-09,2560,TP13,LOOSE KIRANA,25,149.0
2019-07-09,2561,TP13,10*12 RK,50,7.5
2019-07-09,2561,TP13,13*16 WHITE RK,50,15.0
2019-07-09,2561,TP13,GARUDA 16*20 BLUE,20,25.0
2019-07-09,2561,TP13,CYCLE-BK-10*12,100,6.5
2019-07-09,2561,TP13,DURGA 10*12 BK,100,5.9
2019-07-09,2561,TP13,13*16 BLUE,60,13.0
2019-07-09,2562,LAVANYA FANCY,14 GREEN,80,35.0
2019-07-09,2563,TP13,PP,40,155.0
2019-07-09,2564,TP13,NO-000,25,150.0
2019-07-09,2583,SURI,CITIZEN 13*16-M.W,50,95.0
2019-07-10,2532,RAJA GENERAL STORES,NAPKEENS-BOX PACKIN,60,45.0
2019-07-10,2533,KARIMULLA-BTTR,KARNA 13*16 100 W,200,14.9
2019-07-10,2533,KARIMULLA-BTTR,TIRUMALA-50(13*16),100,15.0
2019-07-10,2533,KARIMULLA-BTTR,CYCLE-BK-10*12,400,6.8
2019-07-10,2533,KARIMULLA-BTTR,SILVER TONE 10*12 W,50,17.0
2019-07-10,2533,KARIMULLA-BTTR,BAHUBALI WINE,40,30.0
2019-07-10,2534,LAVANYA FANCY,CITIZEN 13*16-M.W,25,100.0
2019-07-10,2534,LAVANYA FANCY,CITIZEN M.W 10*12,25,100.0
2019-07-10,2534,LAVANYA FANCY,SMART BOUL LOOSE,50,20.0
2019-07-10,2534,LAVANYA FANCY,DONA -LOOSE,50,19.0
2019-07-10,2535,MD.ISHAQ,10*12 KRISHNA-BK(10,1200,8.0
2019-07-10,2535,MD.ISHAQ,13*16 WHITE RK,400,15.5
2019-07-10,2535,MD.ISHAQ,16*20(100-W),120,26.0
2019-07-10,2536,BRHAMADEVI SUDHEER,BAHUBALI WINE,330,29.0
2019-07-10,2536,BRHAMADEVI SUDHEER,PP 3*4,5,160.0
2019-07-10,2536,BRHAMADEVI SUDHEER,CHINA 10*12 KG,13,107.0
2019-07-10,2537,SANDEEP-VGIRI,VISHNU 250ML,200,34.0
2019-07-10,2537,SANDEEP-VGIRI,APPLE WATER,200,25.0
2019-07-10,2537,SANDEEP-VGIRI,APPLE WINE,110,30.0
2019-07-10,2537,SANDEEP-VGIRI,5*6 TRISUL,100,20.0
2019-07-10,2538,PAPARAO,PRINTING PP 250GRAM,5,175.0
2019-07-10,2538,PAPARAO,PRINTING PP 500GRAM,5,175.0
2019-07-10,2538,PAPARAO,PRINTING PP 1KG,5,175.0
2019-07-10,2538,PAPARAO,HARITH M.W 10*12,25,85.0
2019-07-10,2538,PAPARAO,HARITHA M.W 13*16,25,85.0
2019-07-10,2538,PAPARAO,SILVER POUCH 6*8,10,210.0
2019-07-10,2538,PAPARAO,24*20 M.W,2,100.0
2019-07-10,2538,PAPARAO,VISHNU 300ML,100,31.0
2019-07-10,2538,PAPARAO,PAPER TEA,230,16.0
2019-07-10,2538,PAPARAO,SILV-CONT-750ML(100,1,2400.0
2019-07-10,2538,PAPARAO,LEAF DONA BIG,1,450.0
2019-07-10,2539,BSR,SILV-CONT-750ML(100,1,2350.0
2019-07-10,2539,BSR,TIRUMALA-50(13*16),560,15.0
2019-07-10,2539,BSR,BAHUBALI WINE,110,29.0
2019-07-10,2540,SUBRHAMANYAM-CHEJAR,VISHNU 300ML,100,30.0
2019-07-10,2541,SLST-GDR,HIGH COUNT 10*12 BL,50,148.0
2019-07-10,2541,SLST-GDR,HIGH COUNT 10*12,25,148.0
2019-07-10,2541,SLST-GDR,HIGH COUNTING BLUE ,50,148.0
2019-07-10,2541,SLST-GDR,HIGH COUNT 16*20 BL,25,148.0
2019-07-10,2542,SVR,BAHUBALI WINE,220,28.0
2019-07-10,2542,SVR,DURGA 10*12 BLUE,1600,5.8
2019-07-10,2542,SVR,DURGA 13*16 BLUE,800,11.5
2019-07-10,2543,AVS-NPT,CITIZEN M.W 10*12,25,100.0
2019-07-10,2543,AVS-NPT,10*10 SIVA SHEET,25,135.0
2019-07-10,2543,AVS-NPT,4*5 TRISUL,100,15.0
2019-07-10,2543,AVS-NPT,LOOSE KIRANA,15,150.0
2019-07-10,2543,AVS-NPT,TOOTH PICS,3,110.0
2019-07-10,2544,SRINU,CHINA 10*12 KG,50,105.0
2019-07-10,2544,SRINU,CHINA 13*16 KG,50,105.0
2019-07-10,2544,SRINU,HIGH COUNT 16*20 BL,50,148.0
2019-07-10,2544,SRINU,14*20 STAR-DCUT,10,88.0
2019-07-10,2545,JAGADEESH-SPT,ROBO 10*12,400,5.0
2019-07-10,2545,JAGADEESH-SPT,ROBO 10*12 BK,400,5.5
2019-07-10,2546,CHANDRAMOULI-VGIRI,CYCLE-BK-10*12,400,6.8
2019-07-10,2546,CHANDRAMOULI-VGIRI,10*10 SIVA SHEET,5,140.0
2019-07-10,2547,LAKSHMIFANCY,DURGA 13*16 BK,400,11.5
2019-07-10,2547,LAKSHMIFANCY,5*6 TRISUL,250,20.0
2019-07-10,2547,LAKSHMIFANCY,TIFFIN PLATENO-10,70,18.0
2019-07-10,2547,LAKSHMIFANCY,TIFFIN PLATES NO-7,30,12.0
2019-07-10,2548,K.SRIHARI,NO-00,25,150.0
2019-07-10,2548,K.SRIHARI,NO-1,25,150.0
2019-07-10,2549,K.SRIHARI,12*18 STAR-CUT,35,88.0
2019-07-10,2550,SLST-GDR,KARNA 13*16 100 W,800,14.0
2019-07-10,2550,SLST-GDR,NO-00,50,147.0
2019-07-10,2550,SLST-GDR,NO-3,50,147.0
2019-07-10,2550,SLST-GDR,NO-2,50,147.0
2019-07-10,2565,TP13,NAPKEEN 2ND,140,8.5
2019-07-10,2565,TP13,SILVER POUCH 9*12,20,97.0
2019-07-10,2565,TP13,SILVER POUCH 9*12,20,92.0
2019-07-10,2565,TP13,SILVER POUCH 4*6,10,29.0
2019-07-10,2565,TP13,SOFT NAPKEENS,10,19.0
2019-07-10,2565,TP13,DHARAM 10 PCS,2,220.0
2019-07-10,2565,TP13,CITIZEN M.W 10*12,25,100.0
2019-07-10,2565,TP13,"TAPE ROLL 2""100METR",12,220.0
2019-07-10,2565,TP13,NON WOVEN 13*16 100,20,110.0
2019-07-10,2565,TP13,NON WOVEN 10*12 100,25,65.0
2019-07-10,2584,SURI,CITIZEN 13*16-M.W,75,95.0
2019-07-10,2585,SURI,KESAW M.W 10*12,5,95.0
2019-07-10,2585,SURI,TIRUMALA M.W 10*12,25,102.0
2019-07-10,2585,SURI,CITIZEN 13*16-M.W,10,95.0
2019-07-10,2587,SATYAM.J,80 LEAF,10,340.0
2019-07-11,2551,CH.ANKAYYA-SYDAPURA,BLACK DOG-350ML,110,32.0
2019-07-11,2551,CH.ANKAYYA-SYDAPURA,CYCLE-BLU-10*12,400,6.8
2019-07-11,2551,CH.ANKAYYA-SYDAPURA,VISHNU 250ML,100,34.0
2019-07-11,2551,CH.ANKAYYA-SYDAPURA,NO-0,5,150.0
2019-07-11,2551,CH.ANKAYYA-SYDAPURA,NO-2,5,150.0
2019-07-11,2551,CH.ANKAYYA-SYDAPURA,N0-5,5,150.0
2019-07-11,2551,CH.ANKAYYA-SYDAPURA,BIG M.W SPOON,100,16.0
2019-07-11,2566,TVS,VISHNU 300ML,100,30.0
2019-07-11,2566,TVS,BLACK DOG-350ML,110,32.0
2019-07-11,2566,TVS,GARUDA 16*20 BLUE,100,26.0
2019-07-11,2567,TVS,CYCLE-BLU-10*12,1600,6.6
2019-07-11,2568,CNR,BLACK DOG-350ML,110,30.0
2019-07-11,2568,CNR,VISHNU 300ML,100,30.0
2019-07-11,2569,BADRI.K-KOVUR,NIFTY 10*12 PINK,360,6.4
2019-07-11,2570,PPR,FORK BIG,100,19.0
2019-07-11,2570,PPR,BIG M.W SPOON,100,15.5
2019-07-11,2570,PPR,GARUDA 16*20 BLUE,200,25.5
2019-07-11,2570,PPR,13*16 WHITE RK,200,16.0
2019-07-11,2571,PVS-CHITVELI,NO-000,5,150.0
2019-07-11,2571,PVS-CHITVELI,NO-0,5,150.0
2019-07-11,2571,PVS-CHITVELI,NO-1,5,150.0
2019-07-11,2571,PVS-CHITVELI,N0-5,2,150.0
2019-07-11,2571,PVS-CHITVELI,10*10 SIVA SHEET,5,140.0
2019-07-11,2571,PVS-CHITVELI,TIRUMALA-50(17*23),50,38.0
2019-07-11,2571,PVS-CHITVELI,TIFFIN PLATES NO-7,20,12.0
2019-07-11,2571,PVS-CHITVELI,TIFFIN PLATES NO-8,20,14.0
2019-07-11,2571,PVS-CHITVELI,VISHNU 300ML,100,31.0
2019-07-11,2572,KARIMULLA-VGIRI,13*16 WHITE RK,800,15.5
2019-07-11,2572,KARIMULLA-VGIRI,HARITHA M.W 16*20,10,90.0
2019-07-11,2572,KARIMULLA-VGIRI,VISHNU 250ML,100,34.0
2019-07-11,2572,KARIMULLA-VGIRI,CYCLE-BK-10*12,1600,6.6
2019-07-11,2572,KARIMULLA-VGIRI,NO-0,25,150.0
2019-07-11,2572,KARIMULLA-VGIRI,NO-1,25,150.0
2019-07-11,2572,KARIMULLA-VGIRI,NO-00,25,150.0
2019-07-11,2572,KARIMULLA-VGIRI,NON WOVEN 13*16 100,30,124.0
2019-07-11,2573,RAFI TRADERS-UGIRI,13*16 BK(100)KRISHN,320,16.5
2019-07-11,2573,RAFI TRADERS-UGIRI,13*16 WHITE RK,200,15.8
2019-07-11,2573,RAFI TRADERS-UGIRI,4*5 TRISUL,50,15.0
2019-07-11,2573,RAFI TRADERS-UGIRI,24 * 30 BLUE,5,80.0
2019-07-11,2573,RAFI TRADERS-UGIRI,24*30 COVER,5,80.0
2019-07-11,2574,SUBRHAMANYAM-CHITWE,BLACK DOG-350ML,220,28.0
2019-07-11,2574,SUBRHAMANYAM-CHITWE,VISHNU 300ML,100,31.0
2019-07-11,2575,MR,10*12 KRISHNA-BK(10,300,8.5
2019-07-11,2575,MR,GARUDA 10*12 BK,100,7.5
2019-07-11,2575,MR,CYCLE-BK-13*16,100,13.0
2019-07-11,2575,MR,GARUDA 10*12 BLUE,100,7.5
2019-07-11,2575,MR,4*5 TRISUL,10,15.0
2019-07-11,2575,MR,VISHNU 300ML,100,31.0
2019-07-11,2576,VSP,13*16 WHITE RK,200,15.5
2019-07-11,2576,VSP,CYCLE-BK-13*16,100,12.8
2019-07-11,2576,VSP,PP 3*4,10,160.0
2019-07-11,2577,LAKSHMIPRASAD,TIRUMALA-50(13*16),250,12.0
2019-07-11,2577,LAKSHMIPRASAD,TIRUMALA-50(16*20),150,26.5
2019-07-11,2577,LAKSHMIPRASAD,13*16 BK(100)KRISHN,320,16.5
2019-07-11,2577,LAKSHMIPRASAD,DURGA 10*12 BLUE,400,6.3
2019-07-11,2577,LAKSHMIPRASAD,10*10 SIVA SHEET,25,138.0
2019-07-11,2577,LAKSHMIPRASAD,NO-0,1,150.0
2019-07-11,2577,LAKSHMIPRASAD,NO-00,1,150.0
2019-07-11,2577,LAKSHMIPRASAD,NO-1,1,150.0
2019-07-11,2578,CUSTOMER,SILVER POUCH 5*7,15,35.0
2019-07-11,2578,CUSTOMER,HARITH M.W 10*12,4,90.0
2019-07-11,2578,CUSTOMER,10*10 PAPER SHEET,3,70.0
2019-07-11,2578,CUSTOMER,DHARAM 1KG SPECIAL,2,150.0
2019-07-11,2579,TEACHER,SILV-CONT-750ML(100,1,2400.0
2019-07-11,2579,TEACHER,SMART BOUL(48),1,1920.0
2019-07-11,2580,LOCK,BAHUBALI WINE,220,28.0
2019-07-11,2581,SUBRHAMANYAM-CHITWE,VISHNU 300ML,200,31.0
2019-07-11,2588,RAVIKANTH GDR,KARNA 13*16 100 W,800,14.0
2019-07-11,2589,TP13,13*16 MW 50MIC,306,23.0
2019-07-11,2589,TP13,10*12 MW 51 MIC,384,17.0
2019-07-11,2589,TP13,TOOTH PICS,6,106.0
2019-07-11,2589,TP13,RUBBER,5,290.0
2019-07-11,2589,TP13,LD KIRANA,25,140.0
2019-07-11,2589,TP13,SILVER FOIL-1KG ROL,5,210.0
2019-07-11,2589,TP13,SILVER POUCH 4*6,50,29.0
2019-07-11,2589,TP13,RUBBER,5,290.0
2019-07-11,2590,SURI,HARITH M.W 10*12,95,84.0
2019-07-11,2590,SURI,HARITH M.W 10*12,75,84.0
2019-07-11,2590,SURI,CITIZEN 13*16-M.W,20,95.0
2019-07-11,2590,SURI,10*12 M.W,50,17.0
2019-07-11,2591,CH.MALLIKARJUNA,BULLET 10*12,1600,4.2
2019-07-12,2582,DHANALAKSHMI PROVIS,14 GREEN,40,35.0
2019-07-12,2582,DHANALAKSHMI PROVIS,TIRUMALA M.W 13*16,5,110.0
2019-07-12,2582,DHANALAKSHMI PROVIS,TIRUMALA M.W 10*12,5,110.0
2019-07-12,2582,DHANALAKSHMI PROVIS,TIRUMALA 16*20 M.W,5,110.0
2019-07-12,2582,DHANALAKSHMI PROVIS,LOOSE KIRANA,10,150.0
2019-07-12,2582,DHANALAKSHMI PROVIS,PP 12*16,1,160.0
2019-07-12,2582,DHANALAKSHMI PROVIS,TIRUMALA-50(13*16),50,15.0
2019-07-12,2582,DHANALAKSHMI PROVIS,TIRUMALA-50(16*20),50,27.0
2019-07-12,2586,SURYA BAR,VISHNU 350ML,100,35.0
2019-07-12,2592,RR,TIFFIN PLATENO-10,100,18.0
2019-07-12,2592,RR,TIFFIN PLATENO-11,70,20.0
2019-07-12,2592,RR,VISHNU 250ML,100,34.0
2019-07-12,2592,RR,10*12 RK,1600,7.9
2019-07-12,2592,RR,13*16 WHITE RK,600,15.5
2019-07-12,2592,RR,PP +7*9,10,156.0
2019-07-12,2592,RR,NO-3,3,150.0
2019-07-12,2592,RR,NO-2,5,150.0
2019-07-12,2592,RR,NO-1,5,150.0
2019-07-12,2592,RR,N0-5,3,150.0
2019-07-12,2593,RR,4*5 TRISUL,100,15.0
2019-07-12,2593,RR,5*6 TRISUL,100,20.0
2019-07-12,2594,ANILFANCY,80 LEAF,10,340.0
2019-07-12,2595,SATYAM-VGIRI,TIFFIN PLATES NO-7,100,12.0
2019-07-12,2595,SATYAM-VGIRI,LD KIRANA,10,150.0
2019-07-12,2596,SLST-GDR,5*7 ESWAR,70,160.0
2019-07-12,2597,BSR,VISHNU 300ML,100,31.0
2019-07-12,2598,GANESHMESS,RUBBER,3,290.0
2019-07-12,2598,GANESHMESS,SPOON SOOFY,200,25.0
2019-07-12,2598,GANESHMESS,GOLD LEAF SITTING,10,650.0
2019-07-12,2598,GANESHMESS,TIFFIN PLATES - 9 S,150,16.0
2019-07-12,2599,SANKAR,10*10 SIVA SHEET,75,130.0
2019-07-12,2600,KVK,10*10 SIVA SHEET,150,133.0
2019-07-12,2601,AVS-ADURUPALLY,PAPER TEA 80ML LONG,220,22.0
2019-07-12,2601,AVS-ADURUPALLY,VISHNU 300ML,100,31.0
2019-07-12,2601,AVS-ADURUPALLY,ROBO 10*12,1600,5.0
2019-07-12,2602,CHANDRAMOHAN REDDY-,TIFFIN PLATENO-10,50,18.0
2019-07-12,2602,CHANDRAMOHAN REDDY-,BIG M.W SPOON,50,16.0
2019-07-12,2602,CHANDRAMOHAN REDDY-,"TAPE ROLL 2"" 50MTRS",2,1200.0
2019-07-12,2602,CHANDRAMOHAN REDDY-,VISHNU 250ML,100,34.0
2019-07-12,2603,K.SRIHARI,GOLD LEAF SITTING,4,640.0
2019-07-12,2603,K.SRIHARI,NO-0,25,150.0
2019-07-12,2603,K.SRIHARI,SOFT NAPKEENS,108,20.0
2019-07-12,2603,K.SRIHARI,NON WOVEN 16*20 100,30,230.0
2019-07-12,2604,RO,TIRUMALA-50B(10*12),1120,8.0
2019-07-12,2604,RO,TIRUMALA-50(13*16),750,15.0
2019-07-12,2604,RO,VISHNU 300ML,100,30.0
2019-07-12,2605,KVK,ROLLS GOLD,60,75.0
2019-07-12,2605,KVK,LITE FOAM(1200),1,1680.0
2019-07-12,2605,KVK,FANCY IC,50,25.0
2019-07-12,2606,AJANTHA HOTEL,5*6 JANATHA POLY,100,35.0
2019-07-12,2606,AJANTHA HOTEL,CITIZEN 13*16-M.W,5,110.0
2019-07-12,2606,AJANTHA HOTEL,SILVER POUCH 9*12,75,110.0
2019-07-12,2607,CUSTOMER,PAPER JUICE 190ML,5,60.0
2019-07-12,2608,ANILFANCY,N0-5,10,150.0
2019-07-12,2608,ANILFANCY,NO-3,10,150.0
2019-07-12,2608,ANILFANCY,NO-00,5,150.0
2019-07-12,2608,ANILFANCY,NO-1,5,150.0
2019-07-12,2608,ANILFANCY,NO-2,5,150.0
2019-07-12,2608,ANILFANCY,CITIZEN 16*20M.W,5,100.0
2019-07-12,2608,ANILFANCY,NON WOVEN 16*20 100,5,250.0
2019-07-12,2608,ANILFANCY,CYCLE-BLU-13*16,800,12.5
2019-07-12,2608,ANILFANCY,VISHNU 300ML,100,31.0
2019-07-12,2609,SHAAR CANTEEN,"14""7PLY PLATES",30,400.0
2019-07-12,2609,SHAAR CANTEEN,WATER CAN,5,280.0
2019-07-12,2609,SHAAR CANTEEN,GST AMOUNT,1,2412.0
2019-07-12,2610,CNR,VISHNU 300ML,100,31.0
2019-07-12,2611,PAPARAO,HARITHA M.W 16*20,25,87.0
2019-07-12,2612,SURYA TRADERS,DONA-VAI-9100,1,1660.0
2019-07-12,2613,TGS-NPT,10*10 SIVA SHEET,75,132.0
2019-07-12,2644,TP13,VISHNU 350ML,100,32.0
2019-07-12,2644,TP13,VISHNU 300ML,200,30.0
2019-07-12,2644,TP13,BAHUBALI WINE,110,26.0
2019-07-12,2644,TP13,LD KIRANA,10,145.0
2019-07-12,2644,TP13,SPONZE,2,70.0
2019-07-12,2644,TP13,SCRUBBER,4,55.0
2019-07-12,2644,TP13,BEND STRAW,10,13.0
2019-07-12,2644,TP13,SILV-CONT-750ML(100,1,2400.0
2019-07-12,2644,TP13,SPONZE,1,70.0
2019-07-12,2644,TP13,5*7 ESWAR,5,155.0
2019-07-12,2644,TP13,SPONZE,1,70.0
2019-07-12,2645,LAKSHMINARASIMHA TE,CYCLE-BLU-10*12,1600,6.6
2019-07-13,2614,VKP,GARUDA 10*12 BLUE,1000,7.5
2019-07-13,2614,VKP,GARUDA 13*16 BLUE,560,14.0
2019-07-13,2615,PAPARAO,10*10 SHEET,25,135.0
2019-07-13,2616,TGS-NPT,NO-000,25,149.0
2019-07-13,2616,TGS-NPT,14 GREEN,40,35.0
2019-07-13,2617,BABU-ANATHASAGARAM,SOFT NAPKEENS,20,22.0
2019-07-13,2617,BABU-ANATHASAGARAM,17*23 M.W 40MIC,2,110.0
2019-07-13,2617,BABU-ANATHASAGARAM,NO-2,2,150.0
2019-07-13,2617,BABU-ANATHASAGARAM,NO-1,2,150.0
2019-07-13,2617,BABU-ANATHASAGARAM,NO-0,2,150.0
2019-07-13,2617,BABU-ANATHASAGARAM,NO-00,2,150.0
2019-07-13,2617,BABU-ANATHASAGARAM,14 GREEN,40,35.0
2019-07-13,2618,SLST-GDR,DONA-VAI-9100,2,1690.0
2019-07-13,2619,KVK,VISHNU 300ML,70,31.0
2019-07-13,2620,GVS PROVISIONS-CSPU,NO-0,50,148.0
2019-07-13,2621,MADHALA MALLAYA,24*30 COVER,50,79.0
2019-07-13,2621,MADHALA MALLAYA,NO-00,5,150.0
2019-07-13,2621,MADHALA MALLAYA,10*10 SIVA SHEET,25,134.0
2019-07-13,2621,MADHALA MALLAYA,BAHUBALI WINE,110,29.0
2019-07-13,2621,MADHALA MALLAYA,VISHNU 300ML,100,31.0
2019-07-13,2622,GANESHMESS,5*6 POLY,7,160.0
2019-07-13,2623,BTR,14 GREEN,40,35.0
2019-07-13,2624,SRINU,BAHUBALI WINE,110,28.0
2019-07-13,2624,SRINU,SILV-CONT-450ML(150,1,2350.0
2019-07-13,2624,SRINU,RUBBER,5,290.0
2019-07-13,2624,SRINU,NAPKEENS 27*27,88,14.0
2019-07-13,2624,SRINU,SMART BOUL(48),1,1830.0
2019-07-13,2625,KVK,5*6 JANATHA POLY,200,32.0
